	log_likelihood
22294	302.23688
22295	283.76215
22296	313.58047
22297	296.2835
22298	289.00647
22299	299.2207
22300	331.79883
22301	254.68352
22302	307.89075
22303	304.71616
22304	308.4542
22305	289.65005
22306	268.6164
22307	290.09857
22308	266.9249
22309	301.2709
22310	285.98077
22311	298.29462
22312	269.5561
22313	250.40906
22314	308.71295
22315	308.65652
22316	254.24069
22317	308.0025
22318	284.78802
22319	322.69513
22320	298.54623
22321	276.22757
22322	281.54132
22323	275.8224
22324	329.1376
22325	252.53531
22326	277.1698
22327	277.1073
22328	294.6897
22329	326.81006
22330	298.5878
22331	284.436
22332	297.26633
22333	272.70752
22334	316.10175
22335	318.49765
22336	228.36746
22337	276.4999
22338	334.49292
22339	291.61908
22340	213.87646
22341	226.73653
22342	302.6893
22343	264.91916
22344	317.77747
22345	310.98935
22346	273.86734
22347	272.29327
22348	224.53706
22349	253.94658
22350	307.7244
22351	294.5511
22352	296.20807
22353	293.71796
22354	315.62973
22355	313.4129
22356	246.82231
22357	260.29257
22358	253.17497
22359	326.2574
22360	299.02478
22361	322.02097
22362	299.54333
22363	320.2272
22364	316.91745
22365	146.7404
22366	246.30026
22367	306.95752
22368	285.6966
22369	301.33545
22370	304.41867
22371	311.825
22372	311.07117
22373	247.47305
22374	315.2785
22375	321.66565
22376	317.81622
22377	248.01126
22378	249.67941
22379	301.71136
22380	303.79538
22381	288.3474
22382	311.15057
22383	333.83
22384	306.51425
22385	273.0618
22386	293.99368
22387	328.4603
22388	285.02884
22389	300.5138
22390	198.17723
22391	294.5144
22392	291.94464
22393	330.12186
22394	305.59808
22395	293.00266
22396	315.10886
22397	-14.68945
22398	314.34088
22399	310.77988
22400	295.9929
22401	253.15405
22402	301.07645
22403	280.24188
22404	311.97174
22405	257.98492
22406	261.0932
22407	242.01294
22408	305.37964
22409	233.37167
22410	288.58588
22411	252.18037
22412	230.00095
22413	244.28568
22414	304.65384
22415	283.32156
22416	308.85696
22417	282.7339
22418	299.37555
22419	327.05255
22420	292.99368
22421	295.826
22422	322.64047
22423	293.83838
22424	244.1541
22425	317.24615
22426	293.98102
22427	299.70126
22428	252.60518
22429	307.10254
22430	296.1516
22431	323.26508
22432	317.71982
22433	239.07532
22434	226.8291
22435	328.0048
22436	293.4994
22437	298.4058
22438	301.43292
22439	294.45554
22440	312.9912
22441	301.3865
22442	288.83707
22443	297.5877
22444	250.96733
22445	296.76385
22446	272.01068
22447	329.5888
22448	250.04562
22449	258.51816
22450	306.98703
22451	333.9684
22452	289.18622
22453	320.8283
22454	292.29352
22455	249.24133
22456	277.99377
22457	278.6831
22458	320.14087
22459	298.95905
22460	291.48138
22461	282.8935
22462	296.7399
22463	302.08014
22464	251.15378
22465	323.98022
22466	249.2502
22467	303.06207
22468	246.01692
22469	258.0291
22470	326.73965
22471	284.0153
22472	314.55273
22473	310.208
22474	294.3986
22475	301.8371
22476	311.24036
22477	192.17712
22478	327.45502
22479	297.8238
22480	301.84723
22481	322.91855
22482	250.99442
22483	302.39545
22484	282.00592
22485	313.47595
22486	239.79683
22487	312.13046
22488	282.0806
22489	327.48245
22490	313.7751
22491	302.96237
22492	316.5823
22493	290.76965
22494	306.60977
22495	306.23956
22496	288.7127
22497	233.06363
22498	314.7027
22499	261.4023
22500	274.30228
22501	271.24554
22502	301.36816
22503	301.32437
22504	305.47208
22505	277.00137
22506	333.99692
22507	308.61597
22508	317.53925
22509	298.5769
22510	231.16927
22511	326.7443
22512	314.8166
22513	309.68878
22514	304.80182
22515	268.64423
22516	312.31897
22517	283.71222
22518	257.46246
22519	279.47363
22520	280.96466
22521	259.1559
22522	249.8857
22523	270.96744
22524	282.208
22525	276.63657
22526	251.93521
22527	310.20612
22528	296.84186
22529	316.6163
22530	318.06445
22531	314.5836
22532	304.4218
22533	300.30917
22534	321.14032
22535	308.55826
22536	318.65005
22537	312.86752
22538	273.8527
22539	300.55725
22540	314.5731
22541	305.90027
22542	303.41058
22543	332.66373
22544	314.09726
22545	303.6429
22546	302.63882
22547	302.44843
22548	302.90762
22549	238.8459
22550	317.9471
22551	326.99106
22552	324.1863
22553	242.66293
22554	270.9685
22555	212.38358
22556	290.5305
22557	312.57544
22558	331.84857
22559	294.54208
22560	302.39648
22561	263.3448
22562	311.66547
22563	327.00006
22564	255.25151
22565	282.41934
22566	230.36954
22567	315.27625
22568	313.44852
22569	301.5268
22570	282.2955
22571	300.52255
22572	287.16235
22573	269.76312
22574	271.4644
22575	296.8488
22576	288.2417
22577	317.33282
22578	303.85956
22579	327.69125
22580	250.48177
22581	293.93118
22582	324.3787
22583	289.78268
22584	291.41412
22585	288.36978
22586	311.7133
22587	310.13144
22588	296.07718
22589	246.14413
22590	282.56134
22591	296.03253
22592	312.98846
22593	295.08414
22594	313.6396
22595	313.22736
22596	310.0965
22597	322.61755
22598	292.44998
22599	303.28055
22600	285.4821
22601	302.3799
22602	309.15198
22603	279.5308
22604	317.13187
22605	320.74237
22606	308.90314
22607	317.8163
22608	313.7175
22609	325.50485
22610	257.4107
22611	293.04462
22612	287.45743
22613	324.26062
22614	237.53372
22615	315.07724
22616	302.7916
22617	221.62735
22618	310.7934
22619	257.54645
22620	261.53857
22621	319.8011
22622	259.54144
22623	251.70345
22624	325.05548
22625	298.2142
22626	323.77057
22627	226.18034
22628	287.28247
22629	314.5276
22630	281.95468
22631	308.73254
22632	286.19116
22633	290.76257
22634	277.69754
22635	316.2643
22636	323.3342
22637	272.44562
22638	283.70047
22639	314.9706
22640	314.6288
22641	285.6847
22642	243.33298
22643	315.4654
22644	329.49176
22645	301.34473
22646	282.5884
22647	271.04623
22648	266.5236
22649	305.69473
22650	282.55774
22651	311.2199
22652	304.19672
22653	333.48444
22654	307.02704
22655	323.0539
22656	252.71274
22657	245.67734
22658	287.74185
22659	287.19965
22660	310.9217
22661	318.16724
22662	312.921
22663	283.77988
22664	276.63577
22665	323.4311
22666	229.78601
22667	314.79095
22668	312.65338
22669	300.13574
22670	310.56003
22671	278.67853
22672	283.94135
22673	298.70563
22674	301.67154
22675	316.23206
22676	267.32117
22677	296.28
22678	238.60771
22679	309.7305
22680	236.54424
22681	294.40656
22682	253.52808
22683	309.77225
22684	260.4031
22685	296.12006
22686	284.85785
22687	281.52313
22688	299.2287
22689	297.35834
22690	332.34412
22691	282.70685
22692	296.5
22693	302.8994
22694	288.6163
22695	274.99255
22696	255.94263
22697	306.97778
22698	245.04106
22699	303.6696
22700	298.589
22701	241.14949
22702	249.16928
22703	302.88312
22704	315.8376
22705	255.83188
22706	301.0235
22707	283.09195
22708	324.046
22709	314.25092
22710	282.16907
22711	327.38535
22712	301.88403
22713	273.7356
22714	241.4063
22715	275.57578
22716	306.24164
22717	282.54944
22718	249.20427
22719	256.17056
22720	301.36588
22721	321.78436
22722	306.10147
22723	233.41202
22724	305.55273
22725	295.21097
22726	227.61661
22727	288.4564
22728	322.98145
22729	297.274
22730	295.55463
22731	292.08398
22732	321.56097
22733	294.06976
22734	292.8736
22735	322.6545
22736	320.97382
22737	321.2608
22738	303.851
22739	317.3467
22740	318.8347
22741	309.798
22742	279.9829
22743	303.2963
22744	299.37366
22745	239.69792
22746	315.80048
22747	249.53333
22748	291.4497
22749	179.71732
22750	318.09845
22751	267.35834
22752	330.49805
22753	260.5124
22754	288.95312
22755	306.34015
22756	248.009
22757	211.70425
22758	302.93735
22759	307.8315
22760	324.73492
22761	276.74713
22762	326.40186
22763	314.12192
22764	286.8988
22765	309.60504
22766	290.6106
22767	225.42471
22768	268.5561
22769	316.05038
22770	311.08002
22771	290.6044
22772	271.9042
22773	297.83847
22774	324.40863
22775	288.14975
22776	293.03748
22777	300.1698
22778	293.49005
22779	315.44147
22780	281.34918
22781	282.71185
22782	318.21115
22783	255.53629
22784	290.70807
22785	284.25046
22786	303.62527
22787	298.91147
22788	283.978
22789	320.96176
22790	286.3487
22791	277.27066
22792	216.87773
22793	313.91977
22794	265.76202
22795	306.30637
22796	295.03238
22797	275.19415
22798	278.97748
22799	261.08188
22800	211.40842
22801	251.56474
22802	272.13892
22803	276.5968
22804	245.04642
22805	314.04132
22806	298.8096
22807	267.70648
22808	179.03427
22809	298.06595
22810	255.79768
22811	299.84296
22812	297.77142
22813	292.1955
22814	294.19223
22815	327.87054
22816	312.08734
22817	245.04492
22818	296.18408
22819	286.9229
22820	245.97859
22821	332.93958
22822	237.16753
22823	231.46541
22824	300.68497
22825	274.60852
22826	280.529
22827	244.98575
22828	310.04327
22829	217.76314
22830	285.4046
22831	250.50638
22832	288.11505
22833	318.76947
22834	292.20648
22835	308.1966
22836	277.21472
22837	298.1566
22838	285.47968
22839	320.4977
22840	321.7802
22841	302.1845
22842	296.51202
22843	315.66635
22844	249.63614
22845	292.83588
22846	312.88397
22847	261.36395
22848	288.51755
22849	235.21648
22850	302.96686
22851	293.1549
22852	291.54095
22853	304.1032
22854	299.78546
22855	238.26749
22856	231.7022
22857	296.55136
22858	315.36752
22859	279.0092
22860	293.78958
22861	293.24634
22862	304.63837
22863	256.762
22864	323.23413
22865	329.51944
22866	276.83023
22867	294.25977
22868	333.6319
22869	279.18155
22870	312.67255
22871	305.31982
22872	282.81976
22873	226.929
22874	292.42416
22875	328.98874
22876	261.76593
22877	305.59274
22878	289.30127
22879	240.58928
22880	305.8156
22881	317.28793
22882	268.3253
22883	296.12213
22884	327.65298
22885	245.2333
22886	286.63177
22887	283.38812
22888	256.1709
22889	275.6123
22890	312.69928
22891	313.8023
22892	288.37567
22893	220.73674
22894	315.73428
22895	233.35147
22896	238.21481
22897	292.268
22898	322.21683
22899	274.462
22900	241.72769
22901	287.959
22902	300.0157
22903	259.90045
22904	300.80817
22905	308.89893
22906	301.18182
22907	288.0861
22908	253.58342
22909	247.18523
22910	320.43805
22911	303.68518
22912	322.21735
22913	305.4105
22914	310.0308
22915	272.8569
22916	302.6581
22917	325.028
22918	290.90103
22919	300.9943
22920	309.89948
22921	303.6543
22922	299.70648
22923	296.97858
22924	312.92584
22925	288.9522
22926	286.75912
22927	298.06555
22928	297.76578
22929	293.71884
22930	310.4151
22931	290.99634
22932	294.12146
22933	306.86307
22934	295.56744
22935	263.95044
22936	292.3452
22937	246.2983
22938	237.31058
22939	255.62434
22940	240.70776
22941	302.92795
22942	310.59033
22943	314.16104
22944	302.80518
22945	276.2473
22946	321.1883
22947	289.3755
22948	278.31888
22949	297.81558
22950	305.90973
22951	302.5612
22952	304.14258
22953	313.077
22954	314.7259
22955	321.0781
22956	298.68234
22957	280.7655
22958	316.82236
22959	264.33282
22960	223.0291
22961	329.25912
22962	318.89417
22963	312.3316
22964	310.66724
22965	241.29239
22966	292.94083
22967	280.42358
22968	299.81836
22969	299.24896
22970	246.17465
22971	273.90646
22972	282.3548
22973	323.658
22974	295.08002
22975	302.164
22976	322.3272
22977	312.96738
22978	296.76837
22979	256.25308
22980	209.9069
22981	269.75323
22982	273.27716
22983	291.34802
22984	297.3574
22985	286.02362
22986	278.1664
22987	299.9095
22988	302.85388
22989	312.88727
22990	276.8399
22991	280.17322
22992	287.87775
22993	299.4864
22994	313.1574
22995	288.7145
22996	307.74893
22997	282.9568
22998	312.25165
22999	307.72354
23000	247.23628
23001	292.58206
23002	257.54422
23003	231.10745
23004	301.771
23005	22.798697
23006	307.05212
23007	311.13025
23008	311.35284
23009	305.1845
23010	264.62418
23011	322.8663
23012	273.462
23013	243.48865
23014	258.24643
23015	248.61267
23016	318.34357
23017	236.93774
23018	241.81607
23019	310.11664
23020	281.25107
23021	320.11362
23022	285.04703
23023	281.28818
23024	261.61502
23025	316.1419
23026	300.2646
23027	307.76462
23028	276.9687
23029	261.47162
23030	313.01065
23031	325.07324
23032	289.32
23033	315.9003
23034	249.844
23035	293.0761
23036	303.7618
23037	300.9549
23038	283.2569
23039	310.45587
23040	295.6767
23041	290.6363
23042	331.83725
23043	260.49158
23044	246.58585
23045	302.84644
23046	241.5553
23047	320.94476
23048	272.31708
23049	252.04366
23050	315.44452
23051	304.72485
23052	282.8233
23053	328.41672
23054	305.95413
23055	279.5119
23056	309.5228
23057	321.7051
23058	322.04886
23059	312.71997
23060	256.47446
23061	273.74893
23062	300.66953
23063	226.8982
23064	309.2209
23065	299.27228
23066	298.39264
23067	331.4322
23068	174.81067
23069	311.4815
23070	245.9827
23071	285.68793
23072	327.34338
23073	268.16144
23074	302.4953
23075	324.1657
23076	282.47757
23077	309.75848
23078	208.56851
23079	281.04605
23080	316.80328
23081	307.03662
23082	305.148
23083	288.85837
23084	234.68253
23085	225.93747
23086	263.47232
23087	273.50928
23088	326.05316
23089	283.00522
23090	316.70956
23091	318.91864
23092	291.44333
23093	324.40607
23094	247.70625
23095	305.06967
23096	309.95996
23097	294.13507
23098	310.82162
23099	300.35162
23100	298.71368
23101	290.44348
23102	283.7354
23103	222.11703
23104	299.47363
23105	321.2759
23106	281.81378
23107	328.50427
23108	331.83588
23109	268.39413
23110	310.3606
23111	311.81674
23112	273.02216
23113	325.22363
23114	295.18277
23115	310.35583
23116	314.9972
23117	295.00064
23118	275.26007
23119	317.1431
23120	334.3401
23121	286.2845
23122	309.929
23123	284.5336
23124	287.6145
23125	285.16257
23126	290.51862
23127	337.6783
23128	300.48373
23129	262.93573
23130	271.51593
23131	305.22565
23132	316.36328
23133	229.69624
23134	317.49472
23135	317.4135
23136	311.34122
23137	277.03964
23138	318.4616
23139	287.29343
23140	309.99573
23141	310.71494
23142	300.4738
23143	305.79752
23144	253.75249
23145	261.98444
23146	296.17093
23147	249.16304
23148	288.66962
23149	282.66837
23150	302.56055
23151	242.2059
23152	297.05258
23153	293.2156
23154	242.81311
23155	296.89594
23156	321.26352
23157	304.73785
23158	297.2842
23159	321.6417
23160	308.0421
23161	280.4576
23162	277.7669
23163	263.9013
23164	319.14667
23165	326.27374
23166	286.09268
23167	276.00656
23168	300.38116
23169	314.2534
23170	285.474
23171	285.1784
23172	294.23282
23173	231.07779
23174	315.91827
23175	314.5575
23176	298.22772
23177	278.38608
23178	290.50522
23179	313.40674
23180	308.21976
23181	281.92734
23182	286.84427
23183	293.09277
23184	302.06976
23185	278.44748
23186	314.65054
23187	302.27792
23188	293.97534
23189	272.14688
23190	299.0704
23191	286.66006
23192	304.15704
23193	307.52368
23194	274.32074
23195	313.35797
23196	282.97263
23197	324.8157
23198	220.27805
23199	279.71432
23200	304.20062
23201	308.6848
23202	282.26227
23203	273.17065
23204	328.05627
23205	314.27383
23206	277.68372
23207	293.89722
23208	284.90088
23209	281.792
23210	288.77454
23211	135.08427
23212	312.3618
23213	276.54196
23214	297.56232
23215	261.13727
23216	287.11206
23217	286.77362
23218	246.8615
23219	289.50153
23220	256.5421
23221	291.1391
23222	240.65483
23223	278.98123
23224	309.14374
23225	311.0992
23226	323.24527
23227	282.39032
23228	296.02002
23229	249.12358
23230	316.04047
23231	231.1835
23232	282.45013
23233	316.56497
23234	315.80743
23235	222.09651
23236	273.26593
23237	293.67496
23238	293.0046
23239	317.47736
23240	260.9345
23241	297.37
23242	271.6447
23243	295.82095
23244	306.30817
23245	293.04602
23246	295.25363
23247	288.82513
23248	271.29944
23249	301.44464
23250	302.14996
23251	296.47427
23252	325.01678
23253	270.70297
23254	293.06183
23255	313.78668
23256	243.00615
23257	257.93417
23258	328.49695
23259	294.0288
23260	317.04047
23261	301.79294
23262	295.55237
23263	252.06433
23264	294.14755
23265	271.3812
23266	312.6187
23267	309.38632
23268	273.31342
23269	245.45674
23270	312.71982
23271	285.048
23272	272.02255
23273	250.98418
23274	311.08475
23275	292.26434
23276	278.9267
23277	284.2568
23278	294.9085
23279	280.6524
23280	309.27197
23281	309.69696
23282	337.68866
23283	219.95834
23284	258.22925
23285	274.73367
23286	306.11945
23287	301.10513
23288	298.8925
23289	261.29077
23290	248.65971
23291	298.39355
23292	313.03116
23293	309.33478
23294	273.54794
23295	315.07013
23296	292.24634
23297	267.101
23298	273.8995
23299	282.30902
23300	320.42633
23301	226.44221
23302	292.02502
23303	283.2821
23304	303.52835
23305	267.5224
23306	259.8086
23307	227.29977
23308	259.60724
23309	296.66672
23310	310.5269
23311	265.16754
23312	243.349
23313	258.79425
23314	311.92038
23315	279.95642
23316	300.37192
23317	291.7871
23318	260.87582
23319	283.3499
23320	315.89642
23321	327.95673
23322	299.5003
23323	289.67657
23324	222.2139
23325	235.7214
23326	311.01913
23327	282.8992
23328	278.9098
23329	290.181
23330	281.75473
23331	311.65274
23332	325.21735
23333	318.52753
23334	304.8457
23335	200.61235
23336	267.2663
23337	287.03308
23338	233.0745
23339	285.99503
23340	295.43353
23341	302.68268
23342	282.36505
23343	249.84636
23344	281.7102
23345	279.51523
23346	254.53313
23347	275.81726
23348	307.00183
23349	274.4372
23350	295.3524
23351	324.3819
23352	296.33145
23353	300.38794
23354	280.9239
23355	287.22287
23356	285.94965
23357	261.4197
23358	288.04355
23359	295.69025
23360	295.85065
23361	301.8333
23362	318.185
23363	297.2396
23364	321.3907
23365	275.70294
23366	299.54962
23367	294.83844
23368	307.62244
23369	312.52228
23370	307.91217
23371	289.67242
23372	280.40454
23373	282.59204
23374	295.9199
23375	293.21436
23376	311.92105
23377	250.36484
23378	302.37344
23379	306.9748
23380	283.8121
23381	279.7094
23382	275.701
23383	282.97995
23384	308.06314
23385	283.22226
23386	243.8945
23387	272.42535
23388	292.2804
23389	296.69406
23390	283.7757
23391	281.95276
23392	299.38367
23393	245.90305
23394	283.43768
23395	297.04
23396	266.34854
23397	312.14096
23398	303.00314
23399	253.9395
23400	290.4437
23401	235.95566
23402	321.31046
23403	305.0655
23404	230.83041
23405	287.2228
23406	245.73296
23407	275.26944
23408	270.66788
23409	276.65585
23410	281.055
23411	323.02823
23412	321.89514
23413	318.59448
23414	309.60126
23415	271.88678
23416	294.67984
23417	242.1658
23418	285.78452
23419	238.92307
23420	299.7607
23421	310.7951
23422	276.32617
23423	333.9559
23424	303.8071
23425	243.91846
23426	292.85358
23427	293.19324
23428	295.0935
23429	317.92548
23430	257.109
23431	310.29813
23432	281.45593
23433	300.61124
23434	273.0929
23435	275.54776
23436	321.52686
23437	218.0957
23438	302.21515
23439	227.22514
23440	304.4673
23441	261.14557
23442	252.25345
23443	296.9261
23444	309.2378
23445	298.5622
23446	255.10483
23447	278.67242
23448	292.88425
23449	217.97165
23450	276.9079
23451	252.34937
23452	285.58435
23453	321.0621
23454	328.5844
23455	301.3562
23456	276.66644
23457	327.34467
23458	222.01709
23459	281.96402
23460	275.53265
23461	274.1896
23462	305.7625
23463	306.77612
23464	273.03857
23465	235.5234
23466	282.36383
23467	298.9567
23468	271.80548
23469	267.6234
23470	336.04337
23471	286.49326
23472	318.21228
23473	293.5304
23474	260.46313
23475	264.35773
23476	256.5191
23477	293.5877
23478	301.37927
23479	297.83926
23480	266.2443
23481	323.9267
23482	325.51608
23483	263.33563
23484	297.8006
23485	250.38802
23486	290.29907
23487	284.07623
23488	266.4246
23489	214.37366
23490	293.6894
23491	313.68268
23492	307.66718
23493	238.56982
23494	275.0556
23495	318.42328
23496	270.10672
23497	203.25336
23498	303.40396
23499	274.18942
23500	286.5656
23501	307.91754
23502	277.99005
23503	294.04254
23504	282.59824
23505	318.68146
23506	325.7791
23507	313.42258
23508	294.24612
23509	285.1393
23510	289.569
23511	279.98517
23512	285.0437
23513	272.1756
23514	259.9217
23515	295.9107
23516	282.91925
23517	286.49457
23518	289.4013
23519	286.98972
23520	304.8825
23521	298.68588
23522	259.14645
23523	245.9947
23524	288.97443
23525	286.96515
23526	294.64478
23527	310.1074
23528	303.50134
23529	282.6595
23530	236.51172
23531	255.2021
23532	305.52045
23533	302.69437
23534	253.34087
23535	309.0226
23536	301.56964
23537	253.04102
23538	316.22577
23539	301.62048
23540	307.85202
23541	266.19644
23542	218.45659
23543	309.67902
23544	310.39932
23545	246.87541
23546	289.0144
23547	230.1135
23548	319.0117
23549	283.8944
23550	265.95517
23551	305.09235
23552	287.04355
23553	302.66266
23554	306.06073
23555	324.4659
23556	263.48175
23557	245.94514
23558	290.12604
23559	320.9216
23560	237.77853
23561	278.18503
23562	309.4732
23563	280.64624
23564	300.8172
23565	306.30066
23566	298.4546
23567	279.39105
23568	269.00485
23569	261.25644
23570	299.8519
23571	284.32343
23572	283.7976
23573	302.8768
23574	292.82703
23575	215.03732
23576	276.24826
23577	308.9913
23578	324.0123
23579	273.72955
23580	226.19942
23581	198.28801
23582	309.8352
23583	310.3595
23584	284.81052
23585	256.51007
23586	289.97577
23587	294.79218
23588	268.75244
23589	289.56805
23590	281.96326
23591	251.61667
23592	279.63434
23593	307.87592
23594	279.91412
23595	309.72632
23596	233.77603
23597	274.5472
23598	275.6875
23599	259.62665
23600	299.79034
23601	285.11914
23602	256.45386
23603	322.72873
23604	265.2105
23605	289.61182
23606	319.8249
23607	297.34702
23608	307.2469
23609	272.0998
23610	324.87274
23611	273.6345
23612	323.10345
23613	288.8926
23614	293.87576
23615	295.74768
23616	235.55264
23617	324.951
23618	280.24194
23619	311.66132
23620	286.12735
23621	191.67563
23622	284.82584
23623	281.16885
23624	289.5216
23625	217.84334
23626	277.97812
23627	297.60257
23628	234.24307
23629	270.17682
23630	225.23376
23631	286.42236
23632	299.84955
23633	300.77917
23634	316.27362
23635	262.63306
23636	286.60858
23637	285.41464
23638	324.05566
23639	313.31323
23640	267.61084
23641	329.77277
23642	287.99554
23643	262.992
23644	274.05646
23645	298.54156
23646	292.69983
23647	193.86081
23648	307.85614
23649	284.91055
23650	280.20135
23651	280.832
23652	313.31744
23653	309.2102
23654	312.24002
23655	284.7404
23656	293.81744
23657	236.56396
23658	313.25693
23659	272.59976
23660	263.1139
23661	270.29675
23662	323.07745
23663	272.287
23664	305.58942
23665	304.0808
23666	304.2667
23667	297.83844
23668	214.85136
23669	313.98212
23670	253.08772
23671	243.26456
23672	267.26532
23673	296.11102
23674	293.94168
23675	247.07297
23676	225.40833
23677	311.26855
23678	306.38696
23679	289.455
23680	290.91718
23681	312.67645
23682	299.5166
23683	320.30118
23684	292.67914
23685	285.21542
23686	298.36133
23687	231.04243
23688	317.22797
23689	201.63774
23690	262.4547
23691	241.91208
23692	260.48917
23693	209.61514
23694	305.85855
23695	289.35242
23696	327.16086
23697	284.85934
23698	283.69482
23699	245.5729
23700	298.46118
23701	315.7204
23702	309.5597
23703	283.5107
23704	246.47543
23705	321.00726
23706	316.9788
23707	269.1685
23708	281.34015
23709	266.8228
23710	277.30676
23711	286.32892
23712	245.53247
23713	217.42952
23714	295.27728
23715	251.82556
23716	299.41098
23717	240.43396
23718	278.78934
23719	305.7722
23720	288.2979
23721	270.5626
23722	263.65775
23723	294.98227
23724	273.81903
23725	316.14633
23726	280.5581
23727	295.1933
23728	218.7106
23729	319.3021
23730	226.26848
23731	246.74556
23732	302.95386
23733	302.4495
23734	305.10565
23735	308.5897
23736	288.69382
23737	280.64148
23738	315.18835
23739	300.71756
23740	252.77534
23741	297.84253
23742	311.00507
23743	290.4773
23744	297.32983
23745	300.71136
23746	266.44424
23747	326.5273
23748	277.9239
23749	278.8049
23750	291.76874
23751	290.0864
23752	313.39493
23753	223.4974
23754	298.93668
23755	282.85672
23756	301.68866
23757	295.213
23758	236.18156
23759	294.28397
23760	311.39935
23761	230.74467
23762	286.03644
23763	291.1805
23764	288.83636
23765	300.15244
23766	268.5595
23767	284.7802
23768	281.3002
23769	305.346
23770	270.40982
23771	271.71057
23772	329.61856
23773	282.96506
23774	251.02634
23775	231.82767
23776	283.52036
23777	242.78427
23778	201.6314
23779	255.96675
23780	274.9958
23781	283.58084
23782	316.52115
23783	312.42157
23784	292.9829
23785	310.21774
23786	314.69208
23787	286.448
23788	285.1715
23789	286.0114
23790	311.26828
23791	258.46857
23792	271.9748
23793	257.11694
23794	290.0031
23795	277.15677
23796	295.51605
23797	303.2273
23798	265.9614
23799	285.2604
23800	242.741
23801	294.648
23802	282.42593
23803	282.15057
23804	298.12445
23805	313.42844
23806	314.19122
23807	304.17563
23808	272.6769
23809	286.9016
23810	267.40784
23811	279.51703
23812	248.35425
23813	299.2173
23814	298.98395
23815	283.5961
23816	294.51138
23817	275.17773
23818	79.96607
23819	304.5713
23820	283.87033
23821	302.6675
23822	302.86823
23823	287.9041
23824	284.78125
23825	295.2564
23826	278.49298
23827	316.6949
23828	293.7418
23829	302.49734
23830	267.33905
23831	303.29208
23832	226.0762
23833	297.9583
23834	299.58432
23835	230.07805
23836	295.02448
23837	242.40622
23838	297.45938
23839	309.527
23840	292.98865
23841	258.49966
23842	290.7644
23843	281.19672
23844	313.83356
23845	302.59344
23846	321.23514
23847	246.67696
23848	278.28546
23849	300.95636
23850	303.7713
23851	295.6923
23852	263.28748
23853	316.54987
23854	285.91168
23855	326.55777
23856	313.08554
23857	250.0415
23858	296.34146
23859	270.94305
23860	275.3521
23861	324.33105
23862	300.08307
23863	283.80936
23864	244.29549
23865	287.32022
23866	237.16118
23867	311.2934
23868	167.41351
23869	308.8721
23870	277.88037
23871	300.33685
23872	321.39087
23873	281.61264
23874	239.56851
23875	319.99765
23876	246.30078
23877	269.95
23878	310.95093
23879	241.24243
23880	302.2436
23881	295.713
23882	286.63397
23883	255.97978
23884	305.16626
23885	315.06976
23886	300.7531
23887	294.2324
23888	293.92227
23889	270.36597
23890	250.70566
23891	293.95242
23892	322.69003
23893	234.2417
23894	301.36993
23895	318.49347
23896	252.04248
23897	283.63196
23898	297.45996
23899	249.63115
23900	252.56595
23901	297.15814
23902	261.67416
23903	290.283
23904	291.0044
23905	269.28375
23906	270.08002
23907	280.7896
23908	310.7769
23909	269.43793
23910	291.2181
23911	303.8731
23912	296.2718
23913	284.50653
23914	263.0546
23915	237.6351
23916	289.66595
23917	285.22974
23918	241.26314
23919	220.19937
23920	271.25348
23921	242.66684
23922	259.36102
23923	278.57855
23924	294.97113
23925	304.20148
23926	303.19272
23927	255.27148
23928	270.17422
23929	284.01108
23930	308.53323
23931	235.12473
23932	269.60776
23933	302.17548
23934	320.1828
23935	283.13596
23936	264.7311
23937	306.0445
23938	293.57916
23939	265.73004
23940	305.58807
23941	296.8924
23942	223.17026
23943	277.10757
23944	290.92007
23945	319.95978
23946	307.5667
23947	286.86237
23948	261.70648
23949	315.25278
23950	300.46634
23951	291.7794
23952	282.24805
23953	286.74725
23954	294.7868
23955	294.62216
23956	272.42694
23957	307.66693
23958	294.10043
23959	317.7116
23960	317.70728
23961	252.59665
23962	239.52974
23963	236.09949
23964	269.35263
23965	317.12198
23966	303.837
23967	298.5136
23968	268.3946
23969	273.75308
23970	297.42096
23971	279.71716
23972	217.19095
23973	308.9583
23974	299.47104
23975	281.02548
23976	316.9354
23977	322.60666
23978	290.55832
23979	273.56976
23980	207.85527
23981	289.86847
23982	297.32404
23983	252.61275
23984	248.15247
23985	277.51636
23986	244.29512
23987	263.36395
23988	274.84515
23989	283.24127
23990	284.01004
23991	263.71643
23992	286.74615
23993	302.30884
23994	313.35855
23995	303.26373
23996	309.59506
23997	329.59625
23998	264.41882
23999	265.42035
24000	298.42462
24001	245.50151
24002	295.918
24003	301.99493
24004	301.87274
24005	237.22847
24006	322.52716
24007	287.5977
24008	311.00967
24009	252.53816
24010	288.94733
24011	278.69852
24012	283.9858
24013	295.70102
24014	229.00894
24015	217.04025
24016	293.4496
24017	256.52243
24018	311.8345
24019	304.48367
24020	239.0109
24021	278.57397
24022	232.1044
24023	266.15292
24024	294.8981
24025	300.9263
24026	287.206
24027	309.4576
24028	270.37628
24029	257.25085
24030	307.8293
24031	288.98483
24032	263.95355
24033	251.653
24034	282.37775
24035	309.55078
24036	324.9544
24037	268.8244
24038	266.01532
24039	307.2586
24040	324.42694
24041	308.3399
24042	283.8806
24043	274.42963
24044	323.85162
24045	325.99295
24046	79.17105
24047	316.91776
24048	322.38904
24049	310.98297
